koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_model_snr
FALSE POSITIVE,364.95068,0.9571,0.636,8.24E+02,3.69,5.8
FALSE POSITIVE,44.36123319,,2.49,,,
FALSE POSITIVE,438.00974,0.8575,11.46,7.92E+01,0.73,8.6
CANDIDATE,7.62210397,0.323,1.902,1.46E+02,3.8,9.2
FALSE POSITIVE,3.479508244,1.252,3.9097,3.00E+03,444.46,195.7
FALSE POSITIVE,406.29695,0.4038,5.32,1.37E+02,1.85,10.7
CANDIDATE,0.9886684,0.372,2.023,1.27E+02,3.18,8.7
FALSE POSITIVE,3.34465934,0.005,10.796,5.76E+01,1.17,24.3
FALSE POSITIVE,513.14417,0.5818,14.13,2.24E+02,1.3,7.9
CANDIDATE,14.5555096,0.528,2.07,7.25E+02,2.03,8.1
CANDIDATE,114.12716,0.7092,1.719,9.74E+02,2.76,6.3
CANDIDATE,17.0497376,0.9703,3.271,4.79E+02,45.89,6.4
FALSE POSITIVE,13.0366377,0.7039,3.184,1.55E+02,2.23,15.4
CANDIDATE,2.64181261,0.608,2.127,7.00E+01,0.59,12.7
FALSE POSITIVE,270.98477,70.1733,6.718,1.39E+04,11761.1,10.7
CANDIDATE,583.8531,0.5925,5.09,4.91E+02,1.97,5.4
CANDIDATE,72.782432,0.1157,3.726,2.46E+02,11.19,8.5
CANDIDATE,10.55224191,0.025,2.7355,9.54E+02,1.75,12.3
FALSE POSITIVE,2.74703312,1.17,2.655,1.52E+02,61.97,23.1
CANDIDATE,440.171272,0.956,12.217,7.84E+02,5.97,38
CANDIDATE,37.537859,0.058,6.513,2.69E+02,1.77,8.2
CANDIDATE,474.96952,0.5688,4.58,5.95E+02,2.44,6.4
FALSE POSITIVE,0.864651455,0.235,3.461,6.77E+01,0.69,16.5
CANDIDATE,74.624063,0.019,8.881,3.47E+02,1.75,11
FALSE POSITIVE,25.4805211,0.186,10.701,1.59E+02,1.25,17.7
FALSE POSITIVE,512.11636,0.5008,9.557,3.15E+02,1.47,10.9
FALSE POSITIVE,348.61891,0.282,3.567,6.89E+02,2.4,5.8
FALSE POSITIVE,368.70839,0.5958,6.08,9.57E+02,2.87,12.2
FALSE POSITIVE,7.1091096,0.663,10.67,1.57E+02,1.08,13
CANDIDATE,416.9504,0.9542,4.026,4.80E+02,7.35,6.9
FALSE POSITIVE,397.3958488,1.19,6.1014,2.98E+04,64.56,395.7
CONFIRMED,62.134919,0.827,8.711,1.48E+02,6.71,10.6
FALSE POSITIVE,1.667482003,0.052,1.5931,5.46E+02,15.15,50.2
CANDIDATE,574.65297,0.5663,4.37,7.25E+02,2.28,7.4
FALSE POSITIVE,5.29730786,0.728,4.02,1.91E+02,1.49,13.1
CANDIDATE,21.9578446,0.1492,1.038,9.66E+01,0.78,6.7
FALSE POSITIVE,77.395279,0.1748,5.26,4.37E+02,6.16,7.9
CANDIDATE,373.41509,0.0532,6.617,1.81E+03,2.55,10
FALSE POSITIVE,612.882452,0.284,2.024,6.31E+02,2.42,7.5
CANDIDATE,107.904526,0.2415,2.053,2.49E+02,1.26,6.1
FALSE POSITIVE,11.03571773,0.911,5.62958,1.45E+05,70.42,959.6
FALSE POSITIVE,42.093314,0.035,4.649,8.86E+02,2.19,7.4
FALSE POSITIVE,274.1085925,,6.59,,,
CANDIDATE,282.029084,0.4082,4.686,3.13E+02,2.33,8.1
FALSE POSITIVE,339.18109,0.077,5.34,1.58E+02,1.7,11.5
FALSE POSITIVE,3.55650976,0.622,12.7364,6.87E+05,283.93,3867.7
CANDIDATE,3.1318392,0.3864,1.632,1.60E+02,1.5,6
FALSE POSITIVE,38.27772448,,1.73,,,
FALSE POSITIVE,25.28523234,1.208,4.76313,6.30E+04,69.68,5902.4
CANDIDATE,207.767894,0.6973,5.21,3.21E+02,3.52,7.7
CANDIDATE,82.508054,0.0379,3.806,3.52E+02,14.04,11.4
CANDIDATE,113.083522,0.039,10.315,1.31E+02,1.59,13
FALSE POSITIVE,1.23138339,0.348,3.943,7.27E+01,0.82,21
CANDIDATE,381.37504,0.3515,16.57,2.87E+02,1.24,11.8
FALSE POSITIVE,322.5566305,,3.74,,,
FALSE POSITIVE,7.2269859,0.561,14.241,1.60E+02,0.79,26.2
FALSE POSITIVE,0.762724045,1.252,1.98818,9.78E+03,41.02,451.7
FALSE POSITIVE,206.7642577,,2.57,,,
CANDIDATE,529.39169,0.037,10.869,3.20E+02,4.4,12.1
FALSE POSITIVE,362.49906,0.5297,12.17,5.23E+02,2.51,10.3
FALSE POSITIVE,190.65896,0.9508,35.472,5.53E+02,2.54,18.3
CONFIRMED,509.997402,0.0254,8.481,1.27E+03,2.62,35.3
FALSE POSITIVE,1.50650036,0.684,2.762,4.54E+01,0.81,15
FALSE POSITIVE,194.4873221,,3.6,,,
CANDIDATE,495.51899,0.6052,3.592,2.98E+02,2.94,6.6
CANDIDATE,388.048463,0.1973,3.456,1.50E+02,3,8.3
CANDIDATE,34.0269868,0.5682,1.586,3.62E+02,1.57,6.2
CANDIDATE,173.219879,0.5113,1.875,2.40E+02,2.41,5.7
CONFIRMED,374.878133,0.626,10.556,9.15E+02,4.27,21.9
FALSE POSITIVE,5.2362026,1.379,3.148,2.02E+03,75.83,28.2
FALSE POSITIVE,48.55059299,,1.79,,,
CANDIDATE,511.882,0.5102,4.822,6.10E+02,2.56,6.5
FALSE POSITIVE,247.372131,0.4257,3.271,5.13E+02,2.47,12.4
CANDIDATE,96.16705,0.1194,2.775,2.71E+02,1.15,7.2
FALSE POSITIVE,95.254421,0.3116,3.379,4.65E+02,2.2,6.1
CONFIRMED,425.483539,0.03,17.856,9.97E+02,3.2,19.6
CANDIDATE,208.800733,0.3095,1.964,5.94E+02,2.88,4.9
FALSE POSITIVE,7.863361238,0.869,3.42771,1.82E+04,22.7,723.3
FALSE POSITIVE,120.169838,,3.19,,,
CANDIDATE,113.7136303,,2.45,,,
CANDIDATE,17.634272,0.1876,1.387,7.67E+01,1.69,9.7
FALSE POSITIVE,0.745086745,0.626,4.29,2.70E+02,1.29,61.4
FALSE POSITIVE,247.4772431,,7.6,,,
CANDIDATE,208.047137,0.1884,3.22,2.88E+02,2.05,6.9
CANDIDATE,30.561533,0.0124,2.227,5.86E+02,1.53,6.9
CONFIRMED,6.10968225,0.108,5.735,6.03E+01,0.79,18.6
CANDIDATE,292.09809,0.5155,14.43,5.29E+02,2.09,11.4
FALSE POSITIVE,11.8045536,0.1533,3.195,1.29E+02,0.94,7
CANDIDATE,578.21623,0.3763,2.707,1.21E+02,3.54,3.5
CANDIDATE,56.648588,0.769,4.534,6.49E+02,2.19,11.8
CANDIDATE,53.554546,0.62,5.533,1.28E+02,3.1,8.9
FALSE POSITIVE,3.1748772,0.94,7.089,1.74E+03,8.8,98.6
CANDIDATE,119.079642,0.2275,16.268,4.23E+02,17.89,18
FALSE POSITIVE,371.18648,0.0845,19.929,3.18E+02,2.06,18.1
CANDIDATE,20.5858591,0.7233,3.069,2.60E+02,1.31,6.6
FALSE POSITIVE,10.90962154,0.146,17.8024,5.00E+05,149.1,2345.1
CANDIDATE,113.573945,0.1359,3.007,2.50E+02,3.45,7.8
FALSE POSITIVE,27.0779813,0.957,138.54,3.48E+02,2.03,139.4
FALSE POSITIVE,1.827660875,1.026,3.986,4.67E+04,42.1,890.3
CANDIDATE,542.91133,0.3766,15.9,7.50E+02,2.27,13.1
FALSE POSITIVE,376.554588,0.0963,3.182,4.81E+02,2,5.4
FALSE POSITIVE,538.4263,0.3917,12.751,2.42E+02,3.2,16.2
FALSE POSITIVE,94.20561159,,6.62,,,
FALSE POSITIVE,378.7064396,,14.66,,,
FALSE POSITIVE,78.4286313,1.388,3.7368,8.33E+04,85.77,112.6
CANDIDATE,287.75613,0.2794,5.487,1.99E+03,3.4,6.6
FALSE POSITIVE,2.53021,1.275,21.79,3.68E+02,41.44,24.2
FALSE POSITIVE,2.249000963,0.68,9.6022,5.88E+04,59.61,1159.5
CANDIDATE,189.961729,0.1845,12.46,7.00E+02,1.93,11.9
FALSE POSITIVE,121.6238738,,2.73,,,
CANDIDATE,202.1872277,,2.77,,,
CANDIDATE,280.9207069,,3.48,,,
FALSE POSITIVE,432.074696,0.1559,4.763,1.09E+03,2.39,7.6
CANDIDATE,169.415073,0.7546,3.884,2.40E+02,2.32,9.8
FALSE POSITIVE,460.77905,0.324,15.541,2.39E+02,4.24,12.7
FALSE POSITIVE,3.21318517,0.924,15.47,2.05E+03,8.24,662.9
CANDIDATE,57.7749373,0.044,4.731,2.84E+02,1.85,10.4
FALSE POSITIVE,331.7824813,,4.94,,,
FALSE POSITIVE,1.20608769,1.253,2.2272,1.66E+03,44.46,66.9
FALSE POSITIVE,613.82905,0.2616,18.18,1.48E+02,2.85,10.2
FALSE POSITIVE,476.80454,0.5619,10.65,1.44E+02,1.12,5.7
CONFIRMED,4.09513876,0.97,2.462,1.82E+02,1.75,11.6
CANDIDATE,502.8356901,,9.97,,,
CANDIDATE,81.704814,0.0021,1.468,2.97E+02,1.65,5.8
FALSE POSITIVE,0.779615874,0.699,3.932,8.15E+01,0.83,22
CANDIDATE,578.21805,0.3937,4.18,6.37E+02,2.44,5.3
CANDIDATE,317.009388,0.2991,3.013,3.27E+02,4.03,7.5
CANDIDATE,482.51701,0.0846,14.791,5.73E+02,2.3,10.3
FALSE POSITIVE,224.469892,0.2691,2.952,4.59E+02,2.35,5.5
FALSE POSITIVE,113.556471,0.1828,2.383,2.79E+02,6.76,7.6
FALSE POSITIVE,208.02789,0.6065,10.82,2.55E+02,1.04,8.8
FALSE POSITIVE,308.024953,0.3366,2.665,3.53E+02,3.55,10.2
CANDIDATE,7.77710639,0.196,3.418,7.74E+01,0.73,10.6
FALSE POSITIVE,1.33261458,0.936,5.161,1.34E+03,3.65,17.5
CANDIDATE,233.64574,0.0691,10.05,2.27E+03,5.2,7.6
CANDIDATE,27.285315,0.213,7.47,3.97E+02,2.19,9.6
FALSE POSITIVE,105.895315,0.093,2.581,1.23E+03,2.69,7
FALSE POSITIVE,61.224558,0.571,4.103,5.44E+02,2.76,9.7
FALSE POSITIVE,28.50787754,1.025,3.13331,2.44E+04,27.79,449
FALSE POSITIVE,444.46522,1.2803,0.767,4.08E+03,30.17,9
FALSE POSITIVE,8.48039,0.008,6.134,1.34E+02,1.23,12
CANDIDATE,445.351255,0.1716,6.516,4.20E+02,3.66,10.6
FALSE POSITIVE,72.0153825,0.6038,2.548,1.78E+02,6.94,6.8
FALSE POSITIVE,21.12752693,0.157,2.253,5.18E+01,20.93,18.4
FALSE POSITIVE,23.9341825,0.0465,1.607,2.28E+02,1.03,6.5
FALSE POSITIVE,87.775799,0.8114,1.862,4.50E+02,2.44,6.3
FALSE POSITIVE,65.67350728,,2.73,,,
FALSE POSITIVE,222.0640988,,2.89,,,
FALSE POSITIVE,35.88227289,0.858,3.95004,1.01E+05,35.21,3096.9
FALSE POSITIVE,8.780603773,1.127,3.16989,9.00E+04,52.34,1406.9
CANDIDATE,97.5137491,0.0922,2.655,2.80E+02,5.27,9.1
CANDIDATE,549.42772,0.4315,6.09,7.19E+02,2.64,12.1
CANDIDATE,284.666844,0.3413,2.752,4.18E+02,8.98,5.6
CONFIRMED,224.150923,0.019,12.455,3.49E+02,2.41,34.2
CANDIDATE,148.179343,0.102,12.733,4.67E+02,2.52,12.5
FALSE POSITIVE,551.49832,0.9478,40.92,1.87E+03,4.89,37
FALSE POSITIVE,351.2878737,0.712,11.2066,1.35E+05,38.47,1002.8
CANDIDATE,376.934014,0.6546,4.28,3.82E+02,2.13,6.1
FALSE POSITIVE,46.50446209,,1.37,,,
CANDIDATE,17.168095,0.999,13.04,1.43E+02,4.81,8.1
FALSE POSITIVE,124.091252,0.031,2.172,2.81E+02,1.3,5.7
CANDIDATE,403.163148,0.02,5.735,6.81E+02,2.49,12.1
CANDIDATE,341.557931,0.6746,3.365,4.33E+02,6.81,9.6
CANDIDATE,476.91977,0.5589,5.07,1.94E+02,2.49,7.4
CANDIDATE,9.011888,0.948,4.167,9.88E+02,7.04,15.5
CANDIDATE,351.25069,0.1777,3.648,1.32E+03,2.23,6.5
FALSE POSITIVE,212.771978,0.2065,2.115,1.24E+03,2.84,6.9
CANDIDATE,65.3558881,0.4827,2.165,1.16E+03,2.61,9.6
FALSE POSITIVE,18.0766788,0.822,3.06,2.88E+04,19.47,26.6
FALSE POSITIVE,1.33255577,0.199,4.282,1.27E+02,0.97,15.4
FALSE POSITIVE,1.33259275,0.833,4.014,7.91E+01,0.97,15.9
FALSE POSITIVE,36.6092739,0.26,1.835,1.10E+03,52.42,7.6
CANDIDATE,39.399926,0.544,5.729,3.41E+02,1.52,9.4
CANDIDATE,270.1430241,,6.32,,,
FALSE POSITIVE,0.812592362,1.007,1.5646,6.95E+03,25.84,226.6
FALSE POSITIVE,81.871309,0.1996,1.606,9.82E+01,1.12,5.4
FALSE POSITIVE,0.566805859,0.724,3.835,6.11E+01,1.25,21.5
FALSE POSITIVE,326.3659519,,3.75,,,
FALSE POSITIVE,520.58269,0.045,2.264,3.48E+02,1.94,6
CANDIDATE,126.586058,0.799,5.41,1.25E+02,1.54,10.5
CANDIDATE,2.7200197,0.0078,1.874,8.69E+02,1.53,8.5
CANDIDATE,18.347081,0.1988,2.825,1.13E+03,5.65,11.6
CANDIDATE,57.140035,0.0783,5.684,1.57E+03,5.78,7.2
FALSE POSITIVE,0.718643659,0.922,2.51246,1.25E+05,50.85,575
CANDIDATE,31.70757465,0.923,7.6771,7.87E+02,2.96,5.5
FALSE POSITIVE,17.94632811,0.774,8.15905,1.03E+05,66.65,3497.6
FALSE POSITIVE,204.818268,0.346,1.93,3.04E+02,5.18,5.4
CANDIDATE,9.3589254,0.184,3.169,1.53E+03,17.37,8.9
CANDIDATE,4.15472242,0.971,1.791,2.24E+03,23.47,19.7
FALSE POSITIVE,23.81490574,0.772,1.9948,7.92E+04,63.1,444.4
FALSE POSITIVE,1.3274511,0.245,3.465,1.24E+02,0.66,16.6
CANDIDATE,87.565484,0.0563,2.527,3.96E+02,2.12,6.7
CANDIDATE,535.1515,0.3162,2.826,3.62E+02,2.7,8.6
CANDIDATE,495.40462,2.3238,0.63,9.04E+02,152.21,5.5
FALSE POSITIVE,209.238576,0.2683,2.245,1.55E+02,1.43,5.4
CANDIDATE,353.65927,0.247,4.543,1.02E+03,2.58,7.5
CANDIDATE,346.4174,0.1572,9.23,6.62E+02,2.41,7.9
FALSE POSITIVE,1.166835206,1.257,2.17596,1.55E+04,96.28,388.6
FALSE POSITIVE,230.7057888,,2.69,,,
FALSE POSITIVE,4.99471597,0.698,3.44,5.30E+01,2.2,14.1
CANDIDATE,161.651504,0.736,2.509,2.54E+02,2.22,8.4
CANDIDATE,376.24253,0.328,4.064,1.86E+02,1.32,6.3
FALSE POSITIVE,27.65960779,0.604,4.16321,3.18E+05,50.7,4791
FALSE POSITIVE,476.727302,0.008,9.327,1.04E+03,23.42,17.9
CANDIDATE,21.7997515,0.1657,4.756,1.10E+02,1.01,8.7
CANDIDATE,54.595746,0.332,2.21,1.36E+02,2,8.7
FALSE POSITIVE,22.0495604,0.651,3.428,1.35E+02,1.9,15.4
FALSE POSITIVE,150.7003939,,2.82,,,
FALSE POSITIVE,44.48477463,,1.67,,,
FALSE POSITIVE,93.6452481,,2.12,,,
CANDIDATE,585.64118,0.5274,13.97,5.65E+02,2.2,12.5
FALSE POSITIVE,574.69029,0.004,4.269,2.77E+02,1.26,7.2
CANDIDATE,502.9828392,,2.94,,,
CANDIDATE,48.8130123,0.0608,1.538,7.02E+02,2.95,8.8
FALSE POSITIVE,280.1604956,1.04,2.8637,1.29E+04,19.25,54.5
FALSE POSITIVE,370.46262,0.2421,9.541,3.48E+02,2.03,12.1
FALSE POSITIVE,116.301793,0.4631,2.253,6.49E+02,2.18,6.3
FALSE POSITIVE,480.19416,0.1548,10.76,3.72E+02,1.79,9.1
FALSE POSITIVE,368.49828,0.1772,14.903,5.82E+02,1.86,18
FALSE POSITIVE,6.993576155,1.317,21.2695,2.92E+03,101.15,643.3
FALSE POSITIVE,223.5213173,,3.27,,,
FALSE POSITIVE,1.811461128,0.309,8.42343,9.22E+05,373.77,3934.3
FALSE POSITIVE,2.17491508,0.719,8.4418,6.35E+05,193.73,1572
CANDIDATE,441.61919,0.5027,5.372,8.20E+02,1.71,7.8
FALSE POSITIVE,24.5002702,0.405,4.079,1.54E+02,0.73,13.3
CANDIDATE,318.49078,0.4328,3.012,6.30E+02,3.01,6.3
FALSE POSITIVE,2.16402661,,2.78,,,
FALSE POSITIVE,392.8927563,,4.93,,,
FALSE POSITIVE,114.734287,0.3694,3.724,2.43E+02,1.1,6.7
CANDIDATE,362.0619,0.524,14.02,8.86E+02,2.12,13.5
FALSE POSITIVE,1.340649911,0.561,5.0912,6.28E+05,127.25,791
FALSE POSITIVE,30.69537638,0.846,5.6634,1.99E+04,19.39,186.8
FALSE POSITIVE,30.69533113,1.041,5.94855,8.88E+04,69.4,7846.3
CANDIDATE,11.37444271,0.978,2.30694,2.79E+04,22.86,643.6
FALSE POSITIVE,49.873958,0.4119,1.351,5.62E+02,1.5,5.7
CANDIDATE,411.447056,0.287,3.481,2.85E+02,2.86,7.3
CANDIDATE,29.9371143,0.321,4.435,1.94E+02,1.19,11.6
FALSE POSITIVE,114.2504149,,2.11,,,
CANDIDATE,651.358046,0.0946,4.384,5.71E+02,14.58,11
FALSE POSITIVE,407.97623,0.0598,14.69,2.38E+02,4.63,11.2
CANDIDATE,33.3037881,0.072,3.003,2.72E+02,1.14,8.1
CANDIDATE,212.60398,0.0513,5.74,1.89E+02,1.64,7.1
CANDIDATE,50.550788,0.632,2.353,1.55E+02,5,7.9
FALSE POSITIVE,239.2557898,,5.21,,,
CANDIDATE,285.374561,0.018,4.865,4.82E+02,5.94,13.7
FALSE POSITIVE,6.279888981,1.244,5.5086,1.51E+03,196.78,150.5
FALSE POSITIVE,37.47695717,,1.46,,,
CANDIDATE,93.359737,0.0547,5.397,3.83E+01,1.05,8.1
FALSE POSITIVE,519.8022187,0.894,14.9678,7.72E+04,40.88,2502.9
CANDIDATE,122.58481,0.3468,22.37,3.19E+02,1.19,7.6
CANDIDATE,84.934357,0.1612,3.169,1.30E+02,1.6,5.9
FALSE POSITIVE,48.9200563,0.6077,2.295,3.34E+02,1.71,7
CANDIDATE,421.98194,0.1494,13.799,1.73E+02,2.02,15
CONFIRMED,469.61309,0.906,13.709,1.23E+03,3.24,18.2
FALSE POSITIVE,583.73632,0.126,15.75,3.39E+02,2.65,11.4
FALSE POSITIVE,502.658,0.3138,19.51,2.16E+02,0.69,10
CANDIDATE,116.454312,0.006,15.826,2.13E+03,3.33,30
CANDIDATE,397.499229,0.5839,8.019,2.63E+03,6.57,34.8
FALSE POSITIVE,243.954706,0.1207,2.562,2.92E+02,1.35,5.2
CANDIDATE,24.9093027,0.679,3.8,3.33E+02,1.32,10.4
CANDIDATE,192.138741,0.0503,3.218,1.51E+02,1.93,8.2
CANDIDATE,281.95332,0.6164,2.756,1.04E+03,2.31,7.6
FALSE POSITIVE,12.71368909,0.196,1.875,1.92E+02,1.09,9.8
FALSE POSITIVE,25.26363805,,2.72,,,
FALSE POSITIVE,1.391716834,0.233,1.421,4.10E+01,36.19,9.7
FALSE POSITIVE,70.51623381,0.587,4.09296,3.30E+05,52.74,3168.8
FALSE POSITIVE,2.645596805,1.239,2.9095,1.27E+03,167.05,166.8
CANDIDATE,388.67155,0.0576,11.701,3.71E+02,1.49,10.1
FALSE POSITIVE,105.6327297,,2.73,,,
FALSE POSITIVE,274.553579,0.1125,5.95,2.18E+02,1.66,6.7
FALSE POSITIVE,251.0230401,,3.11,,,
FALSE POSITIVE,1.80774253,0.9062,2.637,5.93E+02,5.29,15.1
CANDIDATE,520.655224,0.2674,12.94,3.15E+02,7.58,14.4
CANDIDATE,369.93355,0.149,7.6,9.95E+02,3.24,15.8
FALSE POSITIVE,28.7369766,0.1108,1.586,5.25E+02,1.95,5.5
FALSE POSITIVE,2.45649061,0.167,2.844,2.88E+02,14.14,21
FALSE POSITIVE,98.51783198,,1.65,,,
FALSE POSITIVE,457.513348,0.9613,5.763,5.63E+02,25.18,3.9
FALSE POSITIVE,224.0258992,,2.93,,,
FALSE POSITIVE,323.77153,0.083,17.57,3.54E+02,1.44,10.6
CANDIDATE,641.60204,0.3218,16.762,2.37E+02,1.61,10.6
FALSE POSITIVE,40.0389613,0.3619,1.711,1.09E+02,0.95,5.7
FALSE POSITIVE,22.57197263,1.056,4.00349,7.93E+04,46.14,1040.1
CANDIDATE,28.406342,0.2208,2.598,2.24E+02,1.41,5.4
FALSE POSITIVE,1.018861199,0.358,6.5005,2.91E+05,93.47,911.3
FALSE POSITIVE,80.519237,0.102,4.044,9.25E+01,1.08,7.2
FALSE POSITIVE,149.356804,0.1627,15.415,1.72E+02,2.92,14
CANDIDATE,264.466625,0.129,6.371,4.37E+02,2.61,27
CANDIDATE,151.77884,0.159,2.615,1.90E+02,4.35,8.2
FALSE POSITIVE,50.47759052,,2.02,,,
CANDIDATE,113.993156,0.7026,7.721,6.97E+01,2.23,15.6
FALSE POSITIVE,2.79123954,0.709,2.843,1.55E+02,2.22,25.3
FALSE POSITIVE,223.3176922,,3.54,,,
FALSE POSITIVE,44.637111,0.029,5.868,2.83E+02,1.28,9.4
CANDIDATE,102.493119,0.9591,2.814,6.36E+02,2.7,8.3
CANDIDATE,284.9421278,,3.2,,,
FALSE POSITIVE,365.620697,0.4173,32.263,2.72E+04,12.75,671.1
CANDIDATE,6.13292733,0.225,1.561,5.87E+01,1.56,10
CANDIDATE,12.63063129,0.017,2.212,3.01E+02,1.37,9.5
FALSE POSITIVE,191.272501,0.504,3.064,2.87E+02,1.59,5.8
CANDIDATE,286.02266,0.3591,10.43,1.04E+03,2.03,9.8
CANDIDATE,7.95445779,0.021,4.6012,6.27E+03,9.5,228.4
CANDIDATE,331.70918,78.4871,7.44,3.46E+03,6815.75,9.5
FALSE POSITIVE,575.42002,0.1538,17.22,4.02E+02,1.91,11.7
CANDIDATE,297.78282,0.2697,18.38,3.92E+02,1.17,10.8
CANDIDATE,137.396194,0.525,17.61,1.55E+02,3.38,13.2
CANDIDATE,365.739893,0.6206,1.218,3.01E+02,1.73,4.7
CANDIDATE,104.198102,0.3437,3.2,6.52E+02,5.13,8.9
FALSE POSITIVE,368.72715,0.3411,5.06,4.27E+02,1.55,6.4
CANDIDATE,74.833577,0.1101,3.247,8.64E+01,1.68,6.4
CANDIDATE,8.5852872,0.029,2.834,1.41E+03,3.02,11
FALSE POSITIVE,100.303613,0.388,10.578,4.88E+05,78.77,354.7
CANDIDATE,102.100752,0.492,2.009,1.94E+02,2.63,5.2
CANDIDATE,6.263491873,0.048,0.8513,2.83E+03,6.46,35.1
FALSE POSITIVE,0.83620025,0.56,3.7127,3.31E+05,65.64,145.4
CANDIDATE,335.43143,0.4062,10.3,2.28E+02,7.12,6.8
CANDIDATE,558.21886,0.022,13.556,1.54E+03,3.1,19.1
CANDIDATE,290.02002,0.5367,23.87,1.73E+02,1.56,7.6
CANDIDATE,279.21957,0.6009,10.015,3.34E+02,4.92,10.5
CANDIDATE,348.665961,0.0873,3.849,3.91E+02,9.56,10.8
FALSE POSITIVE,616.34132,0.28,12.724,1.29E+03,2.11,12.5
CANDIDATE,222.28056,0.2151,3.035,2.72E+02,2.56,8
CANDIDATE,570.01886,0.1946,3.52,4.29E+02,1.62,6.8
CANDIDATE,378.9313911,,14.11,,,
CANDIDATE,580.8532679,,16.63,,,
FALSE POSITIVE,390.40832,0.0407,7.916,2.52E+02,0.63,8.5
FALSE POSITIVE,191.528018,0.0258,2.342,1.72E+02,1.32,6.4
FALSE POSITIVE,386.59946,0.2307,3.305,3.81E+02,1.89,5.8
FALSE POSITIVE,15.4032765,0.623,3.246,2.53E+02,1.32,9.2
CANDIDATE,7.58062893,0.382,3.484,8.61E+01,0.97,10.9
FALSE POSITIVE,61.0011095,0.7091,1.049,4.08E+02,2.55,4.6
FALSE POSITIVE,198.232389,0.0297,1.919,4.16E+02,2.28,5.7
FALSE POSITIVE,0.66062715,1.208,4.56,2.49E+02,26.13,7.8
CANDIDATE,248.421771,0.7838,4.187,7.04E+02,18.92,8.8
FALSE POSITIVE,456.5734,0.1768,5.465,3.98E+02,7.88,7.6
FALSE POSITIVE,601.13797,0.057,15.26,1.73E+02,1.81,9.9
FALSE POSITIVE,344.06248,0.935,15.6,1.36E+02,5.26,17.7
FALSE POSITIVE,39.94344731,,1.71,,,
CANDIDATE,551.22396,0.2134,5.896,5.71E+02,2.1,17.2
FALSE POSITIVE,466.90824,0.0868,2.64,6.60E+02,2.19,5.4
FALSE POSITIVE,361.30991,0.0802,12.968,2.76E+02,7.07,10.6
FALSE POSITIVE,199.4424134,1.1877,7.2533,3.22E+04,56.11,486.4
FALSE POSITIVE,31.59115876,1.247,2.6431,1.43E+03,72.91,83.5
FALSE POSITIVE,356.99135,0.2437,17.03,7.48E+02,2.47,13.8
FALSE POSITIVE,96.120478,0.5381,1.125,2.85E+02,2.08,6
FALSE POSITIVE,9.63647672,0.046,2.999,4.76E+01,2.02,11.1
FALSE POSITIVE,45.680876,0.206,2.293,3.50E+02,14.5,3.7
FALSE POSITIVE,43.169798,0.5639,9.686,1.21E+02,1.47,6.9
CANDIDATE,395.94327,0.1116,16.09,1.51E+03,2.53,14.5
CANDIDATE,76.37924,0.7333,0.645,2.76E+02,1.73,5.7
CANDIDATE,58.669218,0.332,3.712,1.69E+02,1.28,10
CANDIDATE,355.84731,0.1578,16.68,1.24E+02,1.68,9.8
CANDIDATE,61.611129,0.364,14.96,8.29E+01,1.29,22
CANDIDATE,150.728285,0.2751,2.718,2.14E+02,1.27,5.6
CANDIDATE,253.790434,0.1412,3.702,6.04E+02,2.06,6.4
FALSE POSITIVE,322.544807,0.0183,11.236,8.80E+01,0.68,12.1
CANDIDATE,35.6606167,,1.59,,,
FALSE POSITIVE,22.57494749,1.271,36.756,1.34E+03,49.49,302.6
CANDIDATE,587.38162,0.6822,11.973,8.64E+02,36.77,12.8
FALSE POSITIVE,85.5692223,0.98,4.954,5.39E+02,6.85,18.2
CANDIDATE,7.07987663,0.034,2.589,3.10E+02,1.36,10
CANDIDATE,91.240335,0.1436,2.314,2.06E+02,1.75,5.7
CANDIDATE,357.41382,0.1438,3.675,7.77E+02,3.01,6.7
CANDIDATE,359.854745,0.8071,3.429,3.02E+02,2.25,6.1
CANDIDATE,89.366114,0.39,3.945,4.94E+02,1.97,6.3
FALSE POSITIVE,422.255426,0.3769,4.974,1.94E+03,5.09,17.4
CANDIDATE,37.6259039,0.49,3.91,4.11E+02,1.81,11.7
CANDIDATE,100.414752,,1.72,,,
CANDIDATE,41.9934673,0.046,3.226,2.94E+02,1.56,9.4
CANDIDATE,94.67782,0.3614,2.215,2.87E+02,1.46,5.9
CANDIDATE,290.196139,0.017,13.698,2.81E+02,2.35,15.7
FALSE POSITIVE,471.39698,0.3379,10.714,3.30E+02,1.87,13.1
CANDIDATE,175.452812,0.1526,2.734,1.42E+02,3.96,6.1
CANDIDATE,367.07446,0.093,5.887,3.68E+02,2.15,6.6
CANDIDATE,366.684634,0.5294,3.284,4.56E+02,10.75,9.1
CANDIDATE,291.306507,0.3377,2.91,1.13E+03,2.49,7.1
CANDIDATE,93.006,0.4428,2.461,1.25E+02,1.97,6.7
CANDIDATE,26.46288074,,1.4,,,
FALSE POSITIVE,436.42852,0.3772,13.8,1.64E+02,1.26,9.2
CANDIDATE,20.69920737,,2.17,,,
CANDIDATE,466.002988,0.867,10.278,2.36E+03,4.92,42.3
CANDIDATE,302.77571,0.1265,3.183,1.11E+03,1,7.1
